mysql> 
SELECT value,total 
FROM totals 
WHERE variable="video" 
GROUP BY value 
HAVING total>2 
ORDER BY total DESC;
+-------------------------------+--------+
| value                         | total  |
| 234x280x4                     |      5 |
| 234x298x32                    |      5 |
| 234x300x32                    |      5 |
| 240x261x32                    |      5 |
| 240x276x4                     |      5 |
| 240x301x32                    |      5 |
| 240x305x4                     |      5 |
| 240x432x32                    |      5 |
| 2624x1280x24                  |      5 |
| 2640x800x24                   |      5 |
| 2944x1280x24                  |      5 |
| 2960x1050x16                  |      5 |
| 3040x1050x24                  |      5 |
| 313x462x32                    |      5 |
| 320x186x4                     |      5 |
| 320x195x32                    |      5 |
| 342x131x4                     |      5 |
| 347x582x32                    |      5 |
| 3520x1200x16                  |      5 |
| 360x592x4                     |      5 |
| 3648x1200x24                  |      5 |
| 4000x1600x24                  |      5 |
| 400x240x24                    |      5 |
| 400x300x32                    |      5 |
| 470x167x4                     |      5 |
| 474x294x32                    |      5 |
| 545x862x16                    |      5 |
| 600x700x24                    |      5 |
| 600x800x8                     |      5 |
| 631x474x24                    |      5 |
| 640x312x4                     |      5 |
| 640x360x4                     |      5 |
| 731x457x32                    |      5 |
| 789x631x16                    |      5 |
| 789x631x24                    |      5 |
| 800x1131x32                   |      5 |
| 800x1181x32                   |      5 |
| 800x1231x32                   |      5 |
| 800x1253x32                   |      5 |
| 800x1292x32                   |      5 |
| 800x1312x32                   |      5 |
| 800x1334x32                   |      5 |
| 800x294x32                    |      5 |
| 800x396x32                    |      5 |
| 800x396x4                     |      5 |
| 800x401x16                    |      5 |
| 800x410x24                    |      5 |
| 800x477x16                    |      5 |
| 800x495x16                    |      5 |
| 800x506x32                    |      5 |
| 800x863x16                    |      5 |
| 823x514x32                    |      5 |
| 828x460x32                    |      5 |
| 832x624x32                    |      5 |
| 836x470x24                    |      5 |
| 839x474x24                    |      5 |
| 848x480x24                    |      5 |
| 850x850x24                    |      5 |
| 855x501x32                    |      5 |
| 864x648x24                    |      5 |
| 900x350x24                    |      5 |
| 914x686x32                    |      5 |
| 922x691x16                    |      5 |
| 924x578x24                    |      5 |
| 940x529x32                    |      5 |
| 948x711x32                    |      5 |
| 950x400x32                    |      5 |
| 950x900x32                    |      5 |
| 952x579x24                    |      5 |
| 953x595x32                    |      5 |
| 956x538x24                    |      5 |
| 976x695x16                    |      5 |
| 981x613x32                    |      5 |
| 1000x1050x24                  |      4 |
| 1000x1400x24                  |      4 |
| 1000x600x12                   |      4 |
| 1000x664x16                   |      4 |
| 1003x753x24                   |      4 |
| 1004x565x24                   |      4 |
| 1011x758x32                   |      4 |
| 1020x576x24                   |      4 |
| 1024x545x24                   |      4 |
| 1024x558x32                   |      4 |
| 1024x560x32                   |      4 |
| 1024x571x24                   |      4 |
| 1024x583x24                   |      4 |
| 1024x612x16                   |      4 |
| 1024x642x32                   |      4 |
| 1024x700x16                   |      4 |
| 1024x720x24                   |      4 |
| 1024x720x32                   |      4 |
| 1024x733x24                   |      4 |
| 1028x768x32                   |      4 |
| 1037x778x24                   |      4 |
| 1039x650x32                   |      4 |
| 1050x1000x32                  |      4 |
| 1050x400x24                   |      4 |
| 1050x600x16                   |      4 |
| 1050x600x32                   |      4 |
| 1050x700x32                   |      4 |
| 1050x715x32                   |      4 |
| 1050x840x24                   |      4 |
| 1067x640x24                   |      4 |
| 1067x683x24                   |      4 |
| 1069x601x32                   |      4 |
| 1087x679x24                   |      4 |
| 1087x870x32                   |      4 |
| 1088x819x24                   |      4 |
| 1089x680x32                   |      4 |
| 1089x808x24                   |      4 |
| 1090x681x24                   |      4 |
| 1100x550x32                   |      4 |
| 1100x650x32                   |      4 |
| 1100x750x32                   |      4 |
| 1102x620x24                   |      4 |
| 1104x690x32                   |      4 |
| 1104x915x24                   |      4 |
| 1108x648x24                   |      4 |
| 1110x694x32                   |      4 |
| 1120x700x16                   |      4 |
| 1126x660x24                   |      4 |
| 1126x660x32                   |      4 |
| 1136x823x16                   |      4 |
| 1143x670x24                   |      4 |
| 1144x864x32                   |      4 |
| 1147x645x24                   |      4 |
| 1150x1000x32                  |      4 |
| 1150x600x16                   |      4 |
| 1150x650x32                   |      4 |
| 1150x800x32                   |      4 |
| 1150x900x32                   |      4 |
| 1152x768x16                   |      4 |
| 1152x864x12                   |      4 |
| 1152x864xundefined            |      4 |
| 1152x900x16                   |      4 |
| 1152x900x32                   |      4 |
| 1160x660x16                   |      4 |
| 1162x726x24                   |      4 |
| 1167x729x32                   |      4 |
| 1169x730x32                   |      4 |
| 1169x801x16                   |      4 |
| 1177x736x32                   |      4 |
| 1182x665x32                   |      4 |
| 1184x768x24                   |      4 |
| 1191x670x24                   |      4 |
| 1200x450x24                   |      4 |
| 1200x800x32                   |      4 |
| 1200x950x16                   |      4 |
| 1214x711x24                   |      4 |
| 1216x682x24                   |      4 |
| 1216x973x24                   |      4 |
| 1229x768x16                   |      4 |
| 122x146x32                    |      4 |
| 1240x705x16                   |      4 |
| 1240x922x16                   |      4 |
| 1240x929x32                   |      4 |
| 1241x775x32                   |      4 |
| 1243x702x32                   |      4 |
| 1244x778x16                   |      4 |
| 1245x701x24                   |      4 |
| 1250x500x16                   |      4 |
| 1250x600x16                   |      4 |
| 1252x920x16                   |      4 |
| 1259x787x24                   |      4 |
| 1260x920x16                   |      4 |
| 1263x935x32                   |      4 |
| 1264x679x24                   |      4 |
| 1272x1000x16                  |      4 |
| 1272x927x24                   |      4 |
| 1274x972x24                   |      4 |
| 1276x869x32                   |      4 |
| 1276x996x16                   |      4 |
| 1278x627x24                   |      4 |
| 1280x1000x16                  |      4 |
| 1280x1000x24                  |      4 |
| 1280x1370x16                  |      4 |
| 1280x2048x24                  |      4 |
| 1280x2048x32                  |      4 |
| 1280x544x24                   |      4 |
| 1280x559x24                   |      4 |
| 1280x583x24                   |      4 |
| 1280x587x32                   |      4 |
| 1280x612x24                   |      4 |
| 1280x643x24                   |      4 |
| 1280x650x24                   |      4 |
| 1280x667x32                   |      4 |
| 1280x680x32                   |      4 |
| 1280x682x24                   |      4 |
| 1280x713x24                   |      4 |
| 1280x750x32                   |      4 |
| 1280x791x24                   |      4 |
| 1280x833x24                   |      4 |
| 1280x837x24                   |      4 |
| 1280x841x32                   |      4 |
| 1280x864x16                   |      4 |
| 1280x867x24                   |      4 |
| 1280x871x24                   |      4 |
| 1280x901x32                   |      4 |
| 1280x907x32                   |      4 |
| 1280x926x32                   |      4 |
| 1280x928x32                   |      4 |
| 1280x931x32                   |      4 |
| 1280x935x32                   |      4 |
| 1280x960x8                    |      4 |
| 1280x968x24                   |      4 |
| 1300x700x32                   |      4 |
| 1336x835x32                   |      4 |
| 1350x749x24                   |      4 |
| 1350x760x24                   |      4 |
| 1350x844x16                   |      4 |
| 1350x950x24                   |      4 |
| 1360x670x24                   |      4 |
| 1362x605x32                   |      4 |
| 1366x567x32                   |      4 |
| 1366x571x24                   |      4 |
| 1366x744x24                   |      4 |
| 1368x769x24                   |      4 |
| 1372x858x16                   |      4 |
| 1376x756x24                   |      4 |
| 1378x862x32                   |      4 |
| 1393x910x24                   |      4 |
| 1400x1818x24                  |      4 |
| 1400x600x24                   |      4 |
| 1427x892x32                   |      4 |
| 1440x1000x16                  |      4 |
| 1440x677x24                   |      4 |
| 1440x704x24                   |      4 |
| 1440x710x24                   |      4 |
| 1440x738x32                   |      4 |
| 1440x813x24                   |      4 |
| 1440x820x24                   |      4 |
| 1440x960x12                   |      4 |
| 1450x500x24                   |      4 |
| 1486x929x24                   |      4 |
| 1490x900x24                   |      4 |
| 1493x840x24                   |      4 |
| 1493x933x32                   |      4 |
| 1517x910x32                   |      4 |
| 1518x857x32                   |      4 |
| 1522x951x32                   |      4 |
| 1530x749x32                   |      4 |
| 1536x983x32                   |      4 |
| 1550x700x24                   |      4 |
| 1552x1164x32                  |      4 |
| 1576x980x24                   |      4 |
| 1592x1063x24                  |      4 |
| 1592x1191x32                  |      4 |
| 1594x1147x24                  |      4 |
| 1596x998x24                   |      4 |
| 1599x944x16                   |      4 |
| 1600x1080x24                  |      4 |
| 1600x1100x24                  |      4 |
| 1600x1135x24                  |      4 |
| 1600x1138x32                  |      4 |
| 1600x600x32                   |      4 |
| 1600x705x32                   |      4 |
| 1600x710x32                   |      4 |
| 1616x895x32                   |      4 |
| 1617x1293x32                  |      4 |
| 1650x950x24                   |      4 |
| 1672x931x24                   |      4 |
| 1672x940x32                   |      4 |
| 1676x1047x24                  |      4 |
| 1680x1010x24                  |      4 |
| 1680x896x16                   |      4 |
| 1680x930x24                   |      4 |
| 1680x932x24                   |      4 |
| 1680x985x24                   |      4 |
| 1680x988x24                   |      4 |
| 1685x947x24                   |      4 |
| 1700x1050x24                  |      4 |
| 1700x700x24                   |      4 |
| 170x190x4                     |      4 |
| 170x201x4                     |      4 |
| 1739x978x24                   |      4 |
| 176x220x4                     |      4 |
| 1776x1110x24                  |      4 |
| 1786x1340x32                  |      4 |
| 1786x994x32                   |      4 |
| 1800x900x24                   |      4 |
| 1804x1004x24                  |      4 |
| 1824x1028x24                  |      4 |
| 1824x1140x24                  |      4 |
| 1824x768x24                   |      4 |
| 1872x1053x32                  |      4 |
| 1900x1200x24                  |      4 |
| 1900x650x24                   |      4 |
| 1900x928x32                   |      4 |
| 1904x959x24                   |      4 |
| 1916x879x32                   |      4 |
| 1920x1002x24                  |      4 |
| 1920x1016x24                  |      4 |
| 1920x1030x24                  |      4 |
| 1920x1041x32                  |      4 |
| 1920x1077x32                  |      4 |
| 1920x1105x24                  |      4 |
| 1920x1178x24                  |      4 |
| 1920x1200x15                  |      4 |
| 1920x1280x24                  |      4 |
| 1920x895x32                   |      4 |
| 1920x924x32                   |      4 |
| 1920x952x24                   |      4 |
| 1920x964x32                   |      4 |
| 1920x971x24                   |      4 |
| 1963x1104x24                  |      4 |
| 2015x1214x16                  |      4 |
| 2050x950x24                   |      4 |
| 2100x1313x24                  |      4 |
| 2112x1188x24                  |      4 |
| 2128x800x24                   |      4 |
| 2234x1396x32                  |      4 |
| 2276x1422x32                  |      4 |
| 231x254x4                     |      4 |
| 234x300x4                     |      4 |
| 2384x768x24                   |      4 |
| 240x260x4                     |      4 |
| 240x262x32                    |      4 |
| 240x284x32                    |      4 |
| 240x320x16777216              |      4 |
| 240x400x32                    |      4 |
| 240x400x4                     |      4 |
| 2560x1600x8                   |      4 |
| 2560x2048x32                  |      4 |
| 2560x992x16                   |      4 |
| 2800x1600x24                  |      4 |
| 2960x900x24                   |      4 |
| 300x410x4                     |      4 |
| 3120x1050x32                  |      4 |
| 314x202x32                    |      4 |
| 314x219x32                    |      4 |
| 314x430x16                    |      4 |
| 314x462x32                    |      4 |
| 320x193x4                     |      4 |
| 320x455x16                    |      4 |
| 320x458x32                    |      4 |
| 320x480x24                    |      4 |
| 320x480x4                     |      4 |
| 3280x1080x24                  |      4 |
| 3600x1920x32                  |      4 |
| 360x400x24                    |      4 |
| 360x562x4                     |      4 |
| 480x284x32                    |      4 |
| 480x329x4                     |      4 |
| 480x736x16                    |      4 |
| 5120x1600x24                  |      4 |
| 540x922x32                    |      4 |
| 545x765x16                    |      4 |
| 597x448x24                    |      4 |
| 600x350x24                    |      4 |
| 640x480x8                     |      4 |
| 650x700x24                    |      4 |
| 668x501x32                    |      4 |
| 683x400x24                    |      4 |
| 683x546x24                    |      4 |
| 700x531x24                    |      4 |
| 704x563x24                    |      4 |
| 707x530x32                    |      4 |
| 720x480x16                    |      4 |
| 720x480x24                    |      4 |
| 731x585x32                    |      4 |
| 793x448x24                    |      4 |
| 800x1045x16                   |      4 |
| 800x1120x32                   |      4 |
| 800x1121x32                   |      4 |
| 800x1130x24                   |      4 |
| 800x1138x32                   |      4 |
| 800x1160x32                   |      4 |
| 800x1180x32                   |      4 |
| 800x1188x32                   |      4 |
| 800x1200x16                   |      4 |
| 800x1336x32                   |      4 |
| 800x1359x32                   |      4 |
| 800x275x32                    |      4 |
| 800x326x32                    |      4 |
| 800x331x32                    |      4 |
| 800x340x16                    |      4 |
| 800x356x32                    |      4 |
| 800x358x16                    |      4 |
| 800x367x32                    |      4 |
| 800x371x32                    |      4 |
| 800x418x32                    |      4 |
| 800x452x32                    |      4 |
| 800x481x32                    |      4 |
| 800x615x32                    |      4 |
| 800x660x32                    |      4 |
| 800x853x24                    |      4 |
| 800x910x16                    |      4 |
| 800x974x32                    |      4 |
| 800x998x24                    |      4 |
| 803x643x32                    |      4 |
| 819x1024x32                   |      4 |
| 850x500x16                    |      4 |
| 850x950x24                    |      4 |
| 8512x5320x24                  |      4 |
| 886x498x32                    |      4 |
| 888x555x24                    |      4 |
| 894x670x24                    |      4 |
| 896x538x24                    |      4 |
| 896x600x32                    |      4 |
| 896x672x24                    |      4 |
| 900x900x32                    |      4 |
| 900x950x32                    |      4 |
| 907x544x24                    |      4 |
| 917x516x32                    |      4 |
| 922x576x32                    |      4 |
| 936x702x16                    |      4 |
| 944x668x24                    |      4 |
| 950x400x16                    |      4 |
| 950x500x32                    |      4 |
| 972x547x32                    |      4 |
| 992x751x24                    |      4 |
| 992x620x24                    |      4 |
| 994x793x24                    |      3 |
| 996x798x24                    |      3 |
| 983x737x24                    |      3 |
| undefinedxundefinedxun        |      3 |
| 986x554x32                    |      3 |
| 1000x1100x32                  |      3 |
| 1000x300x24                   |      3 |
| 1000x678x16                   |      3 |
| 1000x745x24                   |      3 |
| 1000x825x24                   |      3 |
| 1004x753x32                   |      3 |
| 1008x630x32                   |      3 |
| 1012x572x32                   |      3 |
| 1016x626x24                   |      3 |
| 1016x643x32                   |      3 |
| 1018x584x24                   |      3 |
| 1024x10000x24                 |      3 |
| 1024x1360x32                  |      3 |
| 1024x1536x24                  |      3 |
| 1024x462x32                   |      3 |
| 1024x521x32                   |      3 |
| 1024x538x32                   |      3 |
| 1024x544x24                   |      3 |
| 1024x555x32                   |      3 |
| 1024x557x32                   |      3 |
| 1024x565x32                   |      3 |
| 1024x571x32                   |      3 |
| 1024x575x16                   |      3 |
| 1024x577x24                   |      3 |
| 1024x581x32                   |      3 |
| 1024x584x24                   |      3 |
| 1024x584x32                   |      3 |
| 1024x598x32                   |      3 |
| 1024x603x24                   |      3 |
| 1024x608x24                   |      3 |
| 1024x618x32                   |      3 |
| 1024x643x32                   |      3 |
| 1024x656x32                   |      3 |
| 1024x719x24                   |      3 |
| 1024x740x16                   |      3 |
| 1024x744x32                   |      3 |
| 1024x767x32                   |      3 |
| 1025x1017x24                  |      3 |
| 1027x770x24                   |      3 |
| 1035x776x32                   |      3 |
| 1036x648x16                   |      3 |
| 1040x721x32                   |      3 |
| 1042x781x16                   |      3 |
| 1043x589x24                   |      3 |
| 1044x523x24                   |      3 |
| 1045x627x32                   |      3 |
| 1050x3360x24                  |      3 |
| 1050x550x32                   |      3 |
| 1050x650x16                   |      3 |
| 1050x650x32                   |      3 |
| 1050x788x32                   |      3 |
| 1050x896x32                   |      3 |
| 1053x595x32                   |      3 |
| 1056x660x32                   |      3 |
| 1062x620x24                   |      3 |
| 1062x649x32                   |      3 |
| 1064x691x24                   |      3 |
| 1067x683x32                   |      3 |
| 1069x855x16                   |      3 |
| 1080x633x16                   |      3 |
| 1080x633x24                   |      3 |
| 1080x675x16                   |      3 |
| 1092x683x32                   |      3 |
| 1100x1250x24                  |      3 |
| 1100x450x24                   |      3 |
| 1104x1040x32                  |      3 |
| 1105x622x32                   |      3 |
| 1107x886x32                   |      3 |
| 1109x832x24                   |      3 |
| 1116x627x32                   |      3 |
| 1117x698x16                   |      3 |
| 1119x632x32                   |      3 |
| 1136x843x32                   |      3 |
| 1138x927x24                   |      3 |
| 1143x858x16                   |      3 |
| 1144x717x16                   |      3 |
| 1150x450x24                   |      3 |
| 1150x950x32                   |      3 |
| 1152x1150x24                  |      3 |
| 1152x676x32                   |      3 |
| 1152x720x8                    |      3 |
| 1152x757x24                   |      3 |
| 1152x778x24                   |      3 |
| 1152x900x8                    |      3 |
| 1152x904x32                   |      3 |
| 1152x921x24                   |      3 |
| 1160x746x16                   |      3 |
| 1169x856x24                   |      3 |
| 1169x877x24                   |      3 |
| 1169x877x32                   |      3 |
| 1182x886x32                   |      3 |
| 1184x1273x32                  |      3 |
| 1184x666x32                   |      3 |
| 1185x849x32                   |      3 |
| 1188x745x32                   |      3 |
| 1197x673x32                   |      3 |
| 1200x1024x24                  |      3 |
| 1200x1400x24                  |      3 |
| 1200x649x24                   |      3 |
| 1200x650x32                   |      3 |
| 1200x940x24                   |      3 |
| 1200x950x32                   |      3 |
| 1200x960x16                   |      3 |
| 1204x752x16                   |      3 |
| 1204x752x24                   |      3 |
| 1214x923x32                   |      3 |
| 1216x676x32                   |      3 |
| 1223x653x24                   |      3 |
| 1224x691x24                   |      3 |
| 1227x690x32                   |      3 |
| 122x146x4                     |      3 |
| 122x160x32                    |      3 |
| 1232x684x32                   |      3 |
| 1234x698x24                   |      3 |
| 1239x656x32                   |      3 |
| 1239x697x24                   |      3 |
| 1241x993x32                   |      3 |
| 1250x1250x24                  |      3 |
| 1250x650x32                   |      3 |
| 1250x700x32                   |      3 |
| 1252x781x8                    |      3 |
| 1256x690x24                   |      3 |
| 1260x834x24                   |      3 |
| 1260x945x16                   |      3 |
| 1262x920x24                   |      3 |
| 1263x947x32                   |      3 |
| 1264x691x24                   |      3 |
| 1264x841x32                   |      3 |
| 1266x956x24                   |      3 |
| 1267x973x24                   |      3 |
| 1268x793x24                   |      3 |
| 1268x960x32                   |      3 |
| 1272x705x24                   |      3 |
| 1272x705x32                   |      3 |
| 1272x785x24                   |      3 |
| 1272x902x32                   |      3 |
| 1272x927x32                   |      3 |
| 1272x965x16                   |      3 |
| 1274x548x24                   |      3 |
| 1274x932x24                   |      3 |
| 1274x956x24                   |      3 |
| 1274x971x24                   |      3 |
| 1274x999x24                   |      3 |
| 1276x735x24                   |      3 |
| 1276x871x32                   |      3 |
| 1278x1022x24                  |      3 |
| 1278x841x24                   |      3 |
| 1280x1023x24                  |      3 |
| 1280x1024xundefined           |      3 |
| 1280x540x24                   |      3 |
| 1280x574x24                   |      3 |
| 1280x574x32                   |      3 |
| 1280x576x32                   |      3 |
| 1280x609x24                   |      3 |
| 1280x614x32                   |      3 |
| 1280x617x24                   |      3 |
| 1280x620x24                   |      3 |
| 1280x633x24                   |      3 |
| 1280x634x24                   |      3 |
| 1280x641x32                   |      3 |
| 1280x647x24                   |      3 |
| 1280x671x32                   |      3 |
| 1280x677x32                   |      3 |
| 1280x678x32                   |      3 |
| 1280x695x24                   |      3 |
| 1280x705x32                   |      3 |
| 1280x707x24                   |      3 |
| 1280x712x24                   |      3 |
| 1280x733x16                   |      3 |
| 1280x740x24                   |      3 |
| 1280x742x32                   |      3 |
| 1280x772x32                   |      3 |
| 1280x776x32                   |      3 |
| 1280x798x16                   |      3 |
| 1280x806x24                   |      3 |
| 1280x812x32                   |      3 |
| 1280x824x24                   |      3 |
| 1280x840x32                   |      3 |
| 1280x852x24                   |      3 |
| 1280x852x32                   |      3 |
| 1280x860x32                   |      3 |
| 1280x862x32                   |      3 |
| 1280x865x24                   |      3 |
| 1280x870x32                   |      3 |
| 1280x906x32                   |      3 |
| 1280x920x24                   |      3 |
| 1280x924x16                   |      3 |
| 1280x928x24                   |      3 |
| 1280x935x24                   |      3 |
| 1280x948x24                   |      3 |
| 1280x949x24                   |      3 |
| 1280x950x16                   |      3 |
| 1280x959x24                   |      3 |
| 1280x965x24                   |      3 |
| 1280x968x16                   |      3 |
| 1280x975x16                   |      3 |
| 1280x975x24                   |      3 |
| 1283x963x24                   |      3 |
| 1286x964x32                   |      3 |
| 1289x806x32                   |      3 |
| 1289x885x32                   |      3 |
| 1293x1035x24                  |      3 |
| 1293x758x24                   |      3 |
| 1298x730x32                   |      3 |
| 1300x300x24                   |      3 |
| 1300x500x32                   |      3 |
| 1300x700x16                   |      3 |
| 1300x750x32                   |      3 |
| 1304x988x16                   |      3 |
| 1307x817x24                   |      3 |
| 1312x838x24                   |      3 |
| 1314x991x32                   |      3 |
| 1320x921x32                   |      3 |
| 1344x628x24                   |      3 |
| 1350x450x24                   |      3 |
| 1350x647x24                   |      3 |
| 1362x605x24                   |      3 |
| 1362x646x32                   |      3 |
| 1364x643x32                   |      3 |
| 1366x641x24                   |      3 |
| 1366x647x32                   |      3 |
| 1366x671x32                   |      3 |
| 1366x676x24                   |      3 |
| 1368x768x16                   |      3 |
| 1368x856x32                   |      3 |
| 1382x864x16                   |      3 |
| 1387x1040x24                  |      3 |
| 1396x873x32                   |      3 |
| 1400x1050x15                  |      3 |
| 1400x500x24                   |      3 |
| 1400x850x16                   |      3 |
| 1400x865x24                   |      3 |
| 1415x884x32                   |      3 |
| 1429x857x32                   |      3 |
| 1430x998x24                   |      3 |
| 1439x826x32                   |      3 |
| 1440x677x32                   |      3 |
| 1440x688x24                   |      3 |
| 1440x712x32                   |      3 |
| 1440x753x32                   |      3 |
| 1440x766x24                   |      3 |
| 1440x768x24                   |      3 |
| 1440x778x32                   |      3 |
| 1440x779x32                   |      3 |
| 1440x895x24                   |      3 |
| 1440x900x15                   |      3 |
| 1440x900x8                    |      3 |
| 1442x902x24                   |      3 |
| 1444x900x32                   |      3 |
| 1448x1078x24                  |      3 |
| 1450x1300x24                  |      3 |
| 1450x550x16                   |      3 |
| 1450x950x24                   |      3 |
| 1451x816x32                   |      3 |
| 1453x908x32                   |      3 |
| 1463x1097x24                  |      3 |
| 1473x901x32                   |      3 |
| 1480x925x32                   |      3 |
| 1500x1100x24                  |      3 |
| 1500x750x24                   |      3 |
| 1503x939x32                   |      3 |
| 1510x849x32                   |      3 |
| 1520x1083x24                  |      3 |
| 1520x1140x16                  |      3 |
| 1528x882x32                   |      3 |
| 1549x871x32                   |      3 |
| 1552x1100x16                  |      3 |
| 1560x1100x16                  |      3 |
| 1568x827x24                   |      3 |
| 1579x1263x24                  |      3 |
| 1592x1049x24                  |      3 |
| 1594x1049x16                  |      3 |
| 1596x1053x32                  |      3 |
| 1596x805x24                   |      3 |
| 1600x1077x24                  |      3 |
| 1600x1080x16                  |      3 |
| 1600x1085x32                  |      3 |
| 1600x1178x32                  |      3 |
| 1600x1198x16                  |      3 |
| 1600x680x24                   |      3 |
| 1600x795x32                   |      3 |
| 1600x835x24                   |      3 |
| 1600x921x32                   |      3 |
| 1600x999x16                   |      3 |
| 1613x907x32                   |      3 |
| 1619x910x24                   |      3 |
| 1629x1036x32                  |      3 |
| 1650x1100x24                  |      3 |
| 1650x850x32                   |      3 |
| 1652x929x24                   |      3 |
| 1656x982x32                   |      3 |
| 1660x970x16                   |      3 |
| 1661x1038x32                  |      3 |
| 1662x954x16                   |      3 |
| 1664x957x16                   |      3 |
| 1666x1051x32                  |      3 |
| 1668x985x24                   |      3 |
| 1676x899x24                   |      3 |
| 1676x936x32                   |      3 |
| 1676x938x24                   |      3 |
| 1680x1001x16                  |      3 |
| 1680x1050x15                  |      3 |
| 1680x812x24                   |      3 |
| 1680x848x24                   |      3 |
| 1680x860x24                   |      3 |
| 1680x933x24                   |      3 |
| 1680x937x32                   |      3 |
| 1680x951x32                   |      3 |
| 1680x953x24                   |      3 |
| 1680x955x32                   |      3 |
| 1680x978x32                   |      3 |
| 1680x980x24                   |      3 |
| 1680x980x32                   |      3 |
| 1680x991x24                   |      3 |
| 1680x998x24                   |      3 |
| 1688x1266x24                  |      3 |
| 1693x1032x32                  |      3 |
| 1698x1061x32                  |      3 |
| 1700x960x24                   |      3 |
| 1707x1280x32                  |      3 |
| 170x205x4                     |      3 |
| 1750x950x24                   |      3 |
| 1755x1097x16                  |      3 |
| 176x208x4                     |      3 |
| 177x226x4                     |      3 |
| 1786x1340x24                  |      3 |
| 1790x1007x32                  |      3 |
| 1807x1016x32                  |      3 |
| 1808x1014x32                  |      3 |
| 1808x1016x32                  |      3 |
| 1818x1018x32                  |      3 |
| 1824x1016x24                  |      3 |
| 1824x1016x32                  |      3 |
| 1832x1104x24                  |      3 |
| 1838x1036x24                  |      3 |
| 1838x1036x32                  |      3 |
| 1842x1030x24                  |      3 |
| 1842x1030x32                  |      3 |
| 1842x1036x24                  |      3 |
| 1843x1037x16                  |      3 |
| 1850x950x32                   |      3 |
| 1856x1170x16                  |      3 |
| 1856x1392x32                  |      3 |
| 1876x1173x24                  |      3 |
| 1880x1033x32                  |      3 |
| 1880x1258x16                  |      3 |
| 1888x1180x32                  |      3 |
| 1900x1000x16                  |      3 |
| 1900x1050x32                  |      3 |
| 1900x850x16                   |      3 |
| 1900x900x16                   |      3 |
| 1912x977x24                   |      3 |
| 1914x1138x24                  |      3 |
| 1914x1147x24                  |      3 |
| 1916x1034x24                  |      3 |
| 1916x1077x32                  |      3 |
| 1920x1004x32                  |      3 |
| 1920x1009x24                  |      3 |
| 1920x1013x32                  |      3 |
| 1920x1058x32                  |      3 |
| 1920x1063x24                  |      3 |
| 1920x1106x24                  |      3 |
| 1920x1113x24                  |      3 |
| 1920x1128x32                  |      3 |
| 1920x1135x32                  |      3 |
| 1920x1152x24                  |      3 |
| 1920x1153x24                  |      3 |
| 1920x1170x32                  |      3 |
| 1920x1174x24                  |      3 |
| 1920x1176x24                  |      3 |
| 1920x1880x24                  |      3 |
| 1920x895x24                   |      3 |
| 1922x1082x24                  |      3 |
| 2003x1127x24                  |      3 |
| 2048x1536x16                  |      3 |
| 2072x1295x24                  |      3 |
| 2122x1326x32                  |      3 |
| 2133x1200x32                  |      3 |
| 2160x768x24                   |      3 |
| 2176x864x24                   |      3 |
| 218x239x4                     |      3 |
| 218x298x4                     |      3 |
| 218x363x4                     |      3 |
| 228x280x4                     |      3 |
| 228x290x4                     |      3 |
| 2304x960x24                   |      3 |
| 231x280x4                     |      3 |
| 231x384x32                    |      3 |
| 2330x1680x24                  |      3 |
| 2340x1440x24                  |      3 |
| 2341x1463x32                  |      3 |
| 234x293x4                     |      3 |
| 234x301x4                     |      3 |
| 234x302x32                    |      3 |
| 234x305x32                    |      3 |
| 2358x1245x32                  |      3 |
| 2368x1332x24                  |      3 |
| 240x259x4                     |      3 |
| 240x284x4                     |      3 |
| 240x308x16                    |      3 |
| 240x342x4                     |      3 |
| 240x381x32                    |      3 |
| 2432x864x24                   |      3 |
| 2452x970x16                   |      3 |
| 2458x1536x24                  |      3 |
| 2482x1024x24                  |      3 |
| 253x421x16                    |      3 |
| 2550x1200x24                  |      3 |
| 2560x1043x24                  |      3 |
| 2560x1418x24                  |      3 |
| 2560x2048x24                  |      3 |
| 2624x900x24                   |      3 |
| 2800x1050x32                  |      3 |
| 2800x900x24                   |      3 |
| 282x418x4                     |      3 |
| 282x502x4                     |      3 |
| 290x342x4                     |      3 |
| 2960x1024x24                  |      3 |
| 2966x1200x24                  |      3 |
| 3072x768x32                   |      3 |
| 314x198x32                    |      3 |
| 314x200x32                    |      3 |
| 314x205x32                    |      3 |
| 320x194x32                    |      3 |
| 320x216x4                     |      3 |
| 320x504x32                    |      3 |
| 320x533x32                    |      3 |
| 3286x768x24                   |      3 |
| 3320x1080x24                  |      3 |
| 3448x1152x24                  |      3 |
| 347x582x4                     |      3 |
| 3600x1600x32                  |      3 |
| 360x480x4                     |      3 |
| 360x484x4                     |      3 |
| 360x640x4                     |      3 |
| 3840x2048x32                  |      3 |
| 3840x2400x32                  |      3 |
| 4480x1200x24                  |      3 |
| 465x685x16                    |      3 |
| 467x337x32                    |      3 |
| 470x222x4                     |      3 |
| 470x724x32                    |      3 |
| 474x302x32                    |      3 |
| 474x360x32                    |      3 |
| 480x220x32                    |      3 |
| 480x290x32                    |      3 |
| 480x296x32                    |      3 |
| 480x320x4                     |      3 |
| 480x330x4                     |      3 |
| 480x640x32                    |      3 |
| 480x657x4                     |      3 |
| 480x711x32                    |      3 |
| 480x760x4                     |      3 |
